Tournament,Stage,Match Type,Player,Teams,Agents,Rounds Played,Rating,Average Combat Score,Kills:Deaths,"Kill, Assist, Trade, Survive %",Average Damage Per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot %,Clutch Success %,Clutches (won/played),Maximum Kills in a Single Map,Kills,Deaths,Assists,First Kills,First Deaths
Valorant Champions 2023,All Stages,All Match Types,nobody,EDward Gaming,sova,104,1.02,215,1.05,72%,145,0.78,0.23,0.12,0.15,34%,12%,2/17,27,81,77,24,12,16
Valorant Champions 2023,All Stages,All Match Types,nobody,EDward Gaming,skye,224,0.97,195,0.92,72%,137,0.69,0.38,0.1,0.13,28%,26%,5/19,24,154,167,84,22,29
Valorant Champions 2023,All Stages,All Match Types,nobody,EDward Gaming,"fade, skye, sova",358,0.97,198,0.93,72%,137,0.69,0.33,0.1,0.14,30%,18%,7/39,27,248,266,117,36,49
Valorant Champions 2023,All Stages,All Match Types,Chronicle,FNATIC,kayo,46,0.75,164,0.72,65%,108,0.57,0.41,0.02,0.07,20%,0%,0/2,15,26,36,19,1,3
Valorant Champions 2023,All Stages,All Match Types,Chronicle,FNATIC,viper,54,0.95,176,0.78,65%,124,0.54,0.26,0.13,0.06,22%,0%,0/8,17,29,37,14,7,3
Valorant Champions 2023,All Stages,All Match Types,Chronicle,FNATIC,breach,170,1.04,168,0.98,76%,111,0.59,0.49,0.07,0.05,24%,0%,0/8,17,101,103,83,12,8
Valorant Champions 2023,All Stages,All Match Types,Chronicle,FNATIC,"breach, kayo, viper",270,0.98,169,0.89,72%,113,0.58,0.43,0.07,0.05,23%,0%,0/18,17,156,176,116,20,14
Valorant Champions 2023,All Stages,All Match Types,Boaster,FNATIC,astra,138,1.03,186,0.95,75%,118,0.62,0.38,0.09,0.04,26%,35%,6/17,19,86,91,53,13,5
Valorant Champions 2023,All Stages,All Match Types,Boaster,FNATIC,brimstone,32,0.73,138,0.61,69%,85,0.44,0.44,0.13,0.03,24%,0%,0/1,12,14,23,14,4,1
Valorant Champions 2023,All Stages,All Match Types,Boaster,FNATIC,omen,100,0.99,182,0.93,68%,107,0.63,0.47,0.11,0.1,20%,50%,5/10,18,63,68,47,11,10
Valorant Champions 2023,All Stages,All Match Types,Boaster,FNATIC,"astra, brimstone, omen",270,0.98,178,0.9,72%,110,0.6,0.42,0.1,0.06,23%,39%,11/28,19,163,182,114,28,16
Valorant Champions 2023,All Stages,All Match Types,Alfajer,FNATIC,killjoy,202,1.21,244,1.45,76%,165,0.89,0.15,0.13,0.08,27%,11%,3/27,26,180,124,31,27,17
Valorant Champions 2023,All Stages,All Match Types,Alfajer,FNATIC,chamber,14,0.67,174,0.75,50%,121,0.64,0,0.07,0.21,44%,0%,0/4,9,9,12,0,1,3
Valorant Champions 2023,All Stages,All Match Types,Alfajer,FNATIC,cypher,54,1.19,214,1.38,70%,142,0.81,0.09,0.11,0.06,32%,14%,1/7,19,44,32,5,6,3
Valorant Champions 2023,All Stages,All Match Types,Alfajer,FNATIC,"chamber, cypher, killjoy",270,1.17,232,1.39,73%,158,0.86,0.13,0.13,0.09,28%,11%,4/38,26,233,168,36,34,23
Valorant Champions 2023,All Stages,All Match Types,Leo,FNATIC,fade,40,0.99,176,1,75%,126,0.65,0.38,0,0.03,26%,14%,1/7,14,26,26,15,0,1
Valorant Champions 2023,All Stages,All Match Types,Leo,FNATIC,sova,162,1.33,226,1.6,85%,153,0.79,0.42,0.06,0.04,29%,19%,5/26,20,128,80,68,10,6
Valorant Champions 2023,All Stages,All Match Types,Leo,FNATIC,skye,68,0.95,181,1.15,81%,111,0.69,0.53,0.04,0.01,23%,11%,1/9,25,47,41,36,3,1
Valorant Champions 2023,All Stages,All Match Types,Leo,FNATIC,"fade, skye, sova",270,1.17,206,1.37,82%,138,0.74,0.44,0.05,0.03,27%,17%,7/42,25,201,147,119,13,8
Valorant Champions 2023,All Stages,All Match Types,Derke,FNATIC,jett,144,1,201,1.09,63%,130,0.7,0.15,0.2,0.19,27%,33%,2/6,18,101,93,21,29,28
Valorant Champions 2023,All Stages,All Match Types,Derke,FNATIC,raze,126,1.12,236,1.21,69%,163,0.83,0.18,0.25,0.21,21%,0%,0/4,19,105,87,23,31,26
Valorant Champions 2023,All Stages,All Match Types,Derke,FNATIC,"jett, raze",270,1.06,218,1.14,66%,146,0.76,0.16,0.22,0.2,24%,20%,2/10,19,206,180,44,60,54
Valorant Champions 2023,All Stages,All Match Types,soulcas,Team Liquid,astra,24,0.95,152,0.93,63%,94,0.54,0.38,0.04,0.08,36%,17%,1/6,13,13,14,9,1,2
Valorant Champions 2023,All Stages,All Match Types,soulcas,Team Liquid,skye,68,0.78,129,0.7,66%,77,0.46,0.24,0.04,0.01,41%,0%,0/11,13,31,44,16,3,1
Valorant Champions 2023,All Stages,All Match Types,soulcas,Team Liquid,"astra, skye",92,0.82,135,0.76,65%,82,0.48,0.27,0.04,0.03,39%,6%,1/17,13,44,58,25,4,3
Valorant Champions 2023,All Stages,All Match Types,Redgar,Team Liquid,astra,53,0.93,194,0.83,70%,125,0.62,0.36,0.09,0.09,34%,0%,0/4,19,33,40,19,5,5
Valorant Champions 2023,All Stages,All Match Types,Redgar,Team Liquid,sova,24,0.69,125,0.56,71%,92,0.42,0.33,0.04,0.13,20%,0%,0/2,10,10,18,8,1,3
Valorant Champions 2023,All Stages,All Match Types,Redgar,Team Liquid,omen,15,0.51,139,0.46,60%,90,0.4,0.33,0.07,0.07,39%,0%,0/1,6,6,13,5,1,1
Valorant Champions 2023,All Stages,All Match Types,Redgar,Team Liquid,"astra, omen, sova",92,0.76,163,0.69,68%,110,0.53,0.35,0.08,0.1,32%,0%,0/7,19,49,71,32,7,9
Valorant Champions 2023,All Stages,All Match Types,nAts,Team Liquid,killjoy,15,0.79,192,0.8,60%,144,0.53,0.07,0.07,0.13,26%,0%,0/6,8,8,10,1,1,2
Valorant Champions 2023,All Stages,All Match Types,nAts,Team Liquid,viper,77,1.05,218,1.15,79%,147,0.81,0.17,0.12,0.09,28%,0%,0/8,34,62,54,13,9,7
Valorant Champions 2023,All Stages,All Match Types,nAts,Team Liquid,"killjoy, viper",92,0.98,211,1.09,76%,147,0.76,0.15,0.11,0.1,28%,0%,0/14,34,70,64,14,10,9
Valorant Champions 2023,All Stages,All Match Types,Jamppi,Team Liquid,chamber,32,0.91,193,1.05,66%,124,0.69,0.06,0.09,0.09,25%,33%,2/6,22,22,21,2,3,3
Valorant Champions 2023,All Stages,All Match Types,Jamppi,Team Liquid,breach,15,0.36,121,0.54,47%,71,0.47,0.07,0.07,0.13,13%,0%,0/2,7,7,13,1,1,2
Valorant Champions 2023,All Stages,All Match Types,Jamppi,Team Liquid,neon,24,0.89,194,0.94,50%,126,0.67,0.08,0.21,0.21,17%,0%,0/1,16,16,17,2,5,5
Valorant Champions 2023,All Stages,All Match Types,Jamppi,Team Liquid,jett,21,0.72,142,0.73,52%,92,0.52,0.05,0.14,0.38,29%,50%,1/2,11,11,15,1,3,8
Valorant Champions 2023,All Stages,All Match Types,Jamppi,Team Liquid,"breach, chamber, jett, neon",92,0.72,162,0.85,55%,108,0.61,0.07,0.13,0.2,21%,27%,3/11,22,56,66,6,12,18
Valorant Champions 2023,All Stages,All Match Types,Sayf,Team Liquid,breach,24,0.96,170,0.88,71%,112,0.58,0.42,0,0.04,23%,33%,1/3,14,14,16,10,0,1
Valorant Champions 2023,All Stages,All Match Types,Sayf,Team Liquid,jett,15,0.85,235,0.79,60%,170,0.73,0.2,0.2,0.2,27%,0%,0/2,11,11,14,3,3,3
Valorant Champions 2023,All Stages,All Match Types,Sayf,Team Liquid,raze,53,1.17,243,1.16,77%,171,0.83,0.25,0.13,0.11,19%,0%,0/2,26,44,38,13,7,6
Valorant Champions 2023,All Stages,All Match Types,Sayf,Team Liquid,"breach, jett, raze",92,1.04,223,1.01,73%,155,0.75,0.28,0.11,0.11,21%,14%,1/7,26,69,68,26,10,10
Valorant Champions 2023,All Stages,All Match Types,Melser,KRÜ Esports,astra,20,0.93,172,1,75%,97,0.7,0.15,0.15,0.1,42%,0%,0/3,14,14,14,3,3,2
Valorant Champions 2023,All Stages,All Match Types,Melser,KRÜ Esports,harbor,47,0.66,133,0.49,66%,93,0.4,0.32,0.09,0.17,27%,0%,0/5,11,19,39,15,4,8
Valorant Champions 2023,All Stages,All Match Types,Melser,KRÜ Esports,omen,23,0.78,144,0.69,70%,94,0.48,0.26,0.09,0.13,16%,0%,0/3,11,11,16,6,2,3
Valorant Champions 2023,All Stages,All Match Types,Melser,KRÜ Esports,"astra, harbor, omen",90,0.75,146,0.64,69%,94,0.49,0.27,0.1,0.14,26%,0%,0/11,14,44,69,24,9,13
Valorant Champions 2023,All Stages,All Match Types,DaveeyS,KRÜ Esports,killjoy,70,1.03,187,1.07,73%,136,0.64,0.19,0.07,0.03,22%,14%,1/7,21,45,42,13,5,2
Valorant Champions 2023,All Stages,All Match Types,DaveeyS,KRÜ Esports,chamber,20,1.04,167,1.3,70%,111,0.65,0.1,0.05,0.1,24%,0%,0/7,13,13,10,2,1,2
Valorant Champions 2023,All Stages,All Match Types,DaveeyS,KRÜ Esports,"chamber, killjoy",90,1.03,182,1.12,72%,130,0.64,0.17,0.07,0.04,23%,7%,1/14,21,58,52,15,6,4
Valorant Champions 2023,All Stages,All Match Types,NagZ,KRÜ Esports,viper,90,0.83,150,0.72,61%,104,0.48,0.32,0.04,0.06,18%,0%,0/14,13,43,60,29,4,5
Valorant Champions 2023,All Stages,All Match Types,keznit,KRÜ Esports,jett,47,1.2,271,1.25,64%,177,0.96,0.13,0.17,0.09,26%,29%,2/7,29,45,36,6,8,4
Valorant Champions 2023,All Stages,All Match Types,keznit,KRÜ Esports,raze,43,1.18,261,1,72%,174,0.79,0.35,0.26,0.09,16%,0%,0/4,18,34,34,15,11,4
Valorant Champions 2023,All Stages,All Match Types,keznit,KRÜ Esports,"jett, raze",90,1.19,266,1.13,68%,176,0.88,0.23,0.21,0.09,20%,18%,2/11,29,79,70,21,19,8
Valorant Champions 2023,All Stages,All Match Types,Klaus,KRÜ Esports,skye,90,0.79,157,0.71,64%,107,0.54,0.28,0.07,0.18,31%,0%,0/3,14,49,69,25,6,16
Valorant Champions 2023,All Stages,All Match Types,nizhaoTZH,FunPlus Phoenix,astra,42,0.91,161,0.89,69%,111,0.6,0.29,0,0.05,31%,8%,1/12,17,25,28,12,0,2
Valorant Champions 2023,All Stages,All Match Types,nizhaoTZH,FunPlus Phoenix,viper,23,0.69,141,0.69,74%,99,0.48,0.3,0.13,0.04,46%,0%,0/3,11,11,16,7,3,1
Valorant Champions 2023,All Stages,All Match Types,nizhaoTZH,FunPlus Phoenix,harbor,20,0.52,86,0.4,50%,58,0.3,0.2,0.1,0.15,50%,0%,0/1,6,6,15,4,2,3
Valorant Champions 2023,All Stages,All Match Types,nizhaoTZH,FunPlus Phoenix,"astra, harbor, viper",85,0.76,137,0.71,66%,95,0.49,0.27,0.06,0.07,37%,6%,1/16,17,42,59,23,5,6
Valorant Champions 2023,All Stages,All Match Types,AAAAY,FunPlus Phoenix,gekko,23,0.99,189,1.21,74%,120,0.74,0.04,0,0.09,39%,0%,0/5,17,17,14,1,0,2
Valorant Champions 2023,All Stages,All Match Types,AAAAY,FunPlus Phoenix,skye,62,1.2,245,1.37,73%,158,0.95,0.24,0.02,0.06,39%,25%,3/12,23,59,43,15,1,4
Valorant Champions 2023,All Stages,All Match Types,AAAAY,FunPlus Phoenix,"gekko, skye",85,1.15,231,1.33,73%,147,0.89,0.19,0.01,0.07,39%,18%,3/17,23,76,57,16,1,6
Valorant Champions 2023,All Stages,All Match Types,Lysoar,FunPlus Phoenix,killjoy,65,0.88,209,0.92,71%,133,0.69,0.15,0.09,0.14,32%,0%,0/4,18,45,49,10,6,9
Valorant Champions 2023,All Stages,All Match Types,Lysoar,FunPlus Phoenix,viper,20,1.03,207,1.07,75%,136,0.75,0.2,0,0.05,28%,0%,0/4,15,15,14,4,0,1
Valorant Champions 2023,All Stages,All Match Types,Lysoar,FunPlus Phoenix,"killjoy, viper",85,0.92,208,0.95,72%,134,0.71,0.16,0.07,0.12,31%,0%,0/8,18,60,63,14,6,10
Valorant Champions 2023,All Stages,All Match Types,BerLIN,FunPlus Phoenix,harbor,23,0.91,163,0.81,57%,116,0.57,0.3,0.09,0.17,57%,0%,0/3,13,13,16,7,2,4
Valorant Champions 2023,All Stages,All Match Types,BerLIN,FunPlus Phoenix,raze,20,0.95,227,0.71,85%,167,0.6,0.4,0.3,0,27%,0%,0/2,12,12,17,8,6,0
Valorant Champions 2023,All Stages,All Match Types,BerLIN,FunPlus Phoenix,omen,42,0.49,116,0.44,60%,72,0.36,0.33,0.05,0.17,38%,0%,0/2,10,15,34,14,2,7
Valorant Champions 2023,All Stages,All Match Types,BerLIN,FunPlus Phoenix,"harbor, omen, raze",85,0.71,156,0.6,65%,106,0.47,0.34,0.12,0.13,37%,0%,0/7,13,40,67,29,10,11
Valorant Champions 2023,All Stages,All Match Types,Yuicaw,FunPlus Phoenix,jett,62,0.8,202,0.77,63%,131,0.66,0.18,0.21,0.18,32%,0%,0/5,15,41,53,11,13,11
Valorant Champions 2023,All Stages,All Match Types,Yuicaw,FunPlus Phoenix,raze,23,1.17,220,1.2,74%,125,0.78,0.09,0.13,0.13,19%,0%,0/1,18,18,15,2,3,3
Valorant Champions 2023,All Stages,All Match Types,Yuicaw,FunPlus Phoenix,"jett, raze",85,0.89,207,0.87,66%,129,0.69,0.15,0.19,0.16,29%,0%,0/6,18,59,68,13,16,14
Valorant Champions 2023,All Stages,All Match Types,SugarZ3ro,ZETA DIVISION,astra,33,0.58,113,0.48,58%,70,0.39,0.3,0.03,0.12,14%,0%,0/4,10,13,27,10,1,4
Valorant Champions 2023,All Stages,All Match Types,SugarZ3ro,ZETA DIVISION,brimstone,46,0.85,136,0.81,72%,77,0.54,0.3,0,0.11,33%,,,17,25,31,14,0,2
Valorant Champions 2023,All Stages,All Match Types,SugarZ3ro,ZETA DIVISION,"astra, brimstone",79,0.67,121,0.66,63%,73,0.48,0.3,0.02,0.12,20%,0%,0/4,17,38,58,24,1,6
Valorant Champions 2023,All Stages,All Match Types,Dep,ZETA DIVISION,killjoy,33,1.12,286,1.19,64%,177,0.94,0.15,0.15,0.06,27%,0%,0/1,16,31,26,5,5,2
Valorant Champions 2023,All Stages,All Match Types,Dep,ZETA DIVISION,neon,46,0.55,190,1,56%,119,0.85,0.02,0.06,0.11,29%,0%,0/4,29,39,39,1,1,2
Valorant Champions 2023,All Stages,All Match Types,Dep,ZETA DIVISION,"killjoy, neon",79,0.93,254,1.08,61%,156,0.89,0.08,0.12,0.08,28%,0%,0/5,29,70,65,6,6,4
Valorant Champions 2023,All Stages,All Match Types,Laz,ZETA DIVISION,viper,28,,,1.05,,,0.71,0.29,,,,,,20,20,19,8,0,0
Valorant Champions 2023,All Stages,All Match Types,Laz,ZETA DIVISION,chamber,51,0.66,144,0.68,51%,85,0.55,0.06,0.06,0.22,26%,7%,1/14,12,28,41,3,3,11
Valorant Champions 2023,All Stages,All Match Types,Laz,ZETA DIVISION,"chamber, viper",79,0.66,144,0.8,51%,85,0.61,0.14,0.06,0.22,26%,7%,1/14,20,48,60,11,3,11
Valorant Champions 2023,All Stages,All Match Types,crow,ZETA DIVISION,breach,18,0.5,102,0.4,50%,75,0.33,0.17,0,0,22%,0%,0/1,6,6,15,3,0,0
Valorant Champions 2023,All Stages,All Match Types,crow,ZETA DIVISION,skye,61,0.52,112,0.5,55%,72,0.38,0.33,0.03,0.06,14%,0%,0/6,13,23,46,20,1,2
Valorant Champions 2023,All Stages,All Match Types,crow,ZETA DIVISION,"breach, skye",79,0.51,108,0.48,53%,73,0.37,0.29,0.02,0.04,16%,0%,0/7,13,29,61,23,1,2
Valorant Champions 2023,All Stages,All Match Types,TENNN,ZETA DIVISION,raze,79,0.62,161,0.67,51%,112,0.56,0.11,0.08,0.25,18%,0%,0/7,16,44,66,9,4,13
Valorant Champions 2023,All Stages,All Match Types,Carpe,T1,gekko,43,0.84,198,0.86,72%,131,0.7,0.23,0.05,0.14,27%,0%,0/2,17,30,35,10,2,6
Valorant Champions 2023,All Stages,All Match Types,Carpe,T1,killjoy,20,0.65,142,0.59,55%,96,0.5,0,0.05,0.05,37%,,,10,10,17,0,1,1
Valorant Champions 2023,All Stages,All Match Types,Carpe,T1,fade,23,0.76,78,0.57,65%,49,0.35,0.26,0.04,0.17,13%,,,8,8,14,6,1,4
Valorant Champions 2023,All Stages,All Match Types,Carpe,T1,skye,43,0.61,142,0.59,49%,96,0.51,0.37,0.02,0.12,23%,50%,2/4,17,22,37,16,1,5
Valorant Champions 2023,All Stages,All Match Types,Carpe,T1,"fade, gekko, killjoy, skye",129,0.72,150,0.68,60%,99,0.54,0.25,0.04,0.12,26%,33%,2/6,17,70,103,32,5,16
Valorant Champions 2023,All Stages,All Match Types,Munchkin,T1,killjoy,66,0.9,224,0.9,59%,153,0.7,0.14,0.12,0.12,21%,0%,0/10,17,46,51,9,8,8
Valorant Champions 2023,All Stages,All Match Types,Munchkin,T1,breach,20,1.03,169,0.87,55%,113,0.65,0.2,0.15,0.15,34%,20%,1/5,13,13,15,4,3,3
Valorant Champions 2023,All Stages,All Match Types,Munchkin,T1,skye,43,1.02,214,1,74%,131,0.72,0.37,0.12,0.09,27%,11%,1/9,17,31,31,16,5,4
Valorant Champions 2023,All Stages,All Match Types,Munchkin,T1,"breach, killjoy, skye",129,0.96,212,0.93,64%,140,0.7,0.22,0.12,0.12,24%,8%,2/24,17,90,97,29,16,15
Valorant Champions 2023,All Stages,All Match Types,xeta,T1,viper,109,0.95,187,0.96,70%,118,0.64,0.28,0.06,0.1,25%,20%,3/15,17,70,73,30,7,11
Valorant Champions 2023,All Stages,All Match Types,xeta,T1,sova,20,0.97,189,0.86,75%,133,0.6,0.2,0,0.1,17%,0%,0/1,12,12,14,4,0,2
Valorant Champions 2023,All Stages,All Match Types,xeta,T1,"sova, viper",129,0.95,188,0.94,71%,121,0.64,0.26,0.05,0.1,24%,19%,3/16,17,82,87,34,7,13
Valorant Champions 2023,All Stages,All Match Types,ban,T1,harbor,86,0.84,178,0.83,65%,111,0.64,0.36,0.02,0.16,31%,20%,2/10,16,55,66,31,2,14
Valorant Champions 2023,All Stages,All Match Types,ban,T1,omen,43,0.88,173,0.78,67%,108,0.58,0.28,0.09,0.05,39%,0%,0/9,15,25,32,12,4,2
Valorant Champions 2023,All Stages,All Match Types,ban,T1,"harbor, omen",129,0.85,176,0.82,66%,110,0.62,0.33,0.05,0.12,33%,11%,2/19,16,80,98,43,6,16
Valorant Champions 2023,All Stages,All Match Types,Sayaplayer,T1,jett,106,1.07,224,1.08,65%,146,0.79,0.11,0.18,0.09,27%,31%,4/13,20,84,78,12,19,10
Valorant Champions 2023,All Stages,All Match Types,Sayaplayer,T1,raze,23,1.17,266,1.31,70%,179,0.91,0.13,0.17,0.09,22%,0%,0/3,21,21,16,3,4,2
Valorant Champions 2023,All Stages,All Match Types,Sayaplayer,T1,"jett, raze",129,1.08,231,1.12,66%,152,0.81,0.12,0.18,0.09,26%,25%,4/16,21,105,94,15,23,12
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Chronicle,FNATIC,breach,22,1.1,207,1.13,82%,126,0.77,0.59,0.05,0.09,20%,0%,0/2,17,17,15,13,1,2
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Chronicle,FNATIC,viper,17,1.71,341,2.63,94%,204,1.24,0.47,0.12,0.06,25%,,,21,21,8,8,2,1
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Chronicle,FNATIC,"breach, viper",39,1.41,274,1.65,87%,160,0.97,0.54,0.08,0.08,23%,0%,0/2,21,38,23,21,3,3
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Derke,FNATIC,raze,39,1.16,218,1.21,74%,138,0.74,0.23,0.15,0.21,21%,0%,0/1,16,29,24,9,6,8
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Leo,FNATIC,skye,17,1.24,149,1.6,88%,85,0.47,0.59,0.06,0,16%,,,8,8,5,10,1,0
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Leo,FNATIC,fade,22,1.53,240,2.5,95%,154,0.91,0.27,0.09,0,24%,50%,1/2,20,20,8,6,2,0
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Leo,FNATIC,"fade, skye",39,1.39,194,2.15,92%,124,0.72,0.41,0.08,0,21%,50%,1/2,20,28,13,16,3,0
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Alfajer,FNATIC,cypher,17,1.8,284,3.17,94%,167,1.12,0.29,0.18,0.06,34%,0%,0/1,19,19,6,5,3,1
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Alfajer,FNATIC,killjoy,22,1.31,193,1.8,86%,134,0.82,0.14,0.14,0.09,34%,33%,1/3,18,18,10,3,3,2
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Alfajer,FNATIC,"cypher, killjoy",39,1.55,238,2.31,90%,148,0.95,0.21,0.15,0.08,34%,25%,1/4,19,37,16,8,6,3
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Boaster,FNATIC,brimstone,39,1.07,186,1.04,82%,110,0.62,0.49,0.15,0.03,17%,0%,0/3,15,24,23,19,6,1
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Ethan,Evil Geniuses,breach,20,1.1,184,1.18,75%,132,0.65,0.55,0,0.05,30%,0%,0/1,13,13,11,11,0,1
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Ethan,Evil Geniuses,kayo,18,1.21,315,1.36,83%,194,1.06,0.56,0.17,0,16%,,,19,19,14,10,3,0
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Ethan,Evil Geniuses,"breach, kayo",38,1.15,250,1.28,79%,161,0.84,0.55,0.08,0.03,21%,0%,0/1,19,32,25,21,3,1
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Demon1,Evil Geniuses,jett,18,1.37,231,2.25,83%,155,1,0,0.17,0.17,44%,67%,2/3,18,18,8,0,3,3
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Demon1,Evil Geniuses,brimstone,20,1.22,253,1.5,85%,171,0.9,0.25,0.1,0.15,38%,100%,1/1,18,18,12,5,2,3
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Demon1,Evil Geniuses,"brimstone, jett",38,1.3,242,1.8,84%,163,0.95,0.13,0.13,0.16,41%,75%,3/4,18,36,20,5,5,6
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,jawgemo,Evil Geniuses,raze,20,1.34,286,1.69,75%,180,1.1,0.15,0.15,0.25,23%,0%,0/2,22,22,13,3,3,5
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,jawgemo,Evil Geniuses,omen,18,1.76,300,1.91,89%,195,1.17,0.56,0.17,0,29%,50%,1/2,21,21,11,10,3,0
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,jawgemo,Evil Geniuses,"omen, raze",38,1.55,293,1.79,82%,187,1.13,0.34,0.16,0.13,26%,25%,1/4,22,43,24,13,6,5
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Boostio,Evil Geniuses,killjoy,38,0.73,156,0.7,71%,104,0.5,0.29,0.18,0.05,23%,0%,0/2,10,19,27,11,7,2
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,C0M,Evil Geniuses,sova,38,1.42,204,1.81,87%,137,0.76,0.61,0.03,0.05,20%,33%,2/6,17,29,16,23,1,2
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Jamppi,Team Liquid,breach,22,1.03,162,1.25,64%,108,0.68,0.27,0,0.09,33%,100%,1/1,15,15,12,6,0,2
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Jamppi,Team Liquid,skye,21,0.92,204,0.88,67%,132,0.67,0.33,0.05,0.1,30%,100%,1/1,14,14,16,7,1,2
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Jamppi,Team Liquid,killjoy,24,0.73,159,0.79,63%,113,0.63,0.17,0.04,0.29,22%,0%,0/1,15,15,19,4,1,7
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Jamppi,Team Liquid,"breach, killjoy, skye",67,0.9,175,0.94,64%,117,0.66,0.25,0.03,0.16,28%,67%,2/3,15,44,47,17,2,11
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Sayf,Team Liquid,jett,43,1.2,290,1.21,77%,183,0.95,0.23,0.28,0.23,24%,17%,1/6,26,41,34,10,12,10
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Sayf,Team Liquid,raze,24,1.4,296,1.35,71%,188,0.96,0.33,0.13,0.13,23%,0%,0/1,23,23,17,8,3,3
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Sayf,Team Liquid,"jett, raze",67,1.27,292,1.25,75%,185,0.96,0.27,0.22,0.19,24%,14%,1/7,26,64,51,18,15,13
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,soulcas,Team Liquid,skye,22,1.12,190,1.15,77%,116,0.68,0.36,0,0.09,48%,0%,0/3,15,15,13,8,0,2
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,soulcas,Team Liquid,sage,21,0.59,152,0.67,67%,106,0.57,0.24,0,0.1,44%,0%,0/3,12,12,18,5,0,2
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,soulcas,Team Liquid,fade,24,1.25,224,1.13,75%,150,0.75,0.42,0.04,0.04,28%,20%,1/5,18,18,16,10,1,1
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,soulcas,Team Liquid,"fade, sage, skye",67,0.99,189,0.96,73%,125,0.67,0.34,0.01,0.07,38%,9%,1/11,18,45,47,23,1,5
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,nAts,Team Liquid,cypher,21,0.83,129,0.92,76%,76,0.52,0.05,0.1,0.05,31%,0%,0/6,11,11,12,1,2,1
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,nAts,Team Liquid,viper,24,0.7,156,0.68,71%,97,0.54,0.29,0.04,0.08,30%,0%,0/1,13,13,19,7,1,2
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,nAts,Team Liquid,killjoy,22,0.94,193,0.87,73%,131,0.59,0.14,0.09,0.05,33%,0%,0/1,13,13,15,3,2,1
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,nAts,Team Liquid,"cypher, killjoy, viper",67,0.82,159,0.8,73%,102,0.55,0.16,0.07,0.06,31%,0%,0/8,13,37,46,11,5,4
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Redgar,Team Liquid,omen,67,1.03,169,1.05,75%,107,0.63,0.45,0.06,0.1,32%,22%,2/9,16,42,40,30,4,7
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,cauanzin,LOUD,breach,20,0.9,177,0.76,55%,126,0.65,0.25,0.15,0.1,35%,67%,2/3,13,13,17,5,3,2
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,cauanzin,LOUD,sova,18,0.75,183,0.73,56%,120,0.61,0.22,0.06,0.11,19%,0%,0/6,11,11,15,4,1,2
