Tournament,Stage,Match Type,Player,Teams,Agents,Rounds Played,Rating,Average Combat Score,Kills:Deaths,"Kill, Assist, Trade, Survive %",Average Damage Per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot %,Clutch Success %,Clutches (won/played),Maximum Kills in a Single Map,Kills,Deaths,Assists,First Kills,First Deaths
Valorant Champions 2023,Playoffs,Upper Semifinals,mindfreak,Paper Rex,omen,28,0.75,131,0.68,68%,82,0.46,0.29,0.07,0.11,36%,33%,1/3,13,13,19,8,2,3
Valorant Champions 2023,Playoffs,Upper Semifinals,mindfreak,Paper Rex,"astra, omen",66,0.74,136,0.67,68%,85,0.47,0.35,0.08,0.08,28%,22%,2/9,13,31,46,23,5,5
Valorant Champions 2023,Playoffs,Upper Semifinals,Jinggg,Paper Rex,phoenix,23,1.16,288,1.28,74%,189,1,0.43,0.13,0.17,30%,0%,0/2,23,23,18,10,3,4
Valorant Champions 2023,Playoffs,Upper Semifinals,Jinggg,Paper Rex,raze,43,0.68,192,0.78,67%,145,0.65,0.23,0.07,0.21,24%,25%,1/4,20,28,36,10,3,9
Valorant Champions 2023,Playoffs,Upper Semifinals,Jinggg,Paper Rex,"phoenix, raze",66,0.84,224,0.94,70%,160,0.77,0.3,0.09,0.2,26%,17%,1/6,23,51,54,20,6,13
Valorant Champions 2023,Playoffs,Upper Semifinals,stax,DRX,fade,17,0.76,195,0.79,76%,119,0.65,0.24,0.12,0.12,24%,0%,0/3,11,11,14,4,2,2
Valorant Champions 2023,Playoffs,Upper Semifinals,stax,DRX,breach,22,0.62,109,0.41,55%,71,0.32,0.41,0,0,29%,0%,0/1,7,7,17,9,0,0
Valorant Champions 2023,Playoffs,Upper Semifinals,stax,DRX,"breach, fade",39,0.69,152,0.58,64%,92,0.46,0.33,0.05,0.05,26%,0%,0/4,11,18,31,13,2,2
Valorant Champions 2023,Playoffs,Upper Semifinals,Rb,DRX,killjoy,39,0.58,122,0.48,54%,85,0.38,0.13,0.05,0.08,20%,13%,1/8,8,15,31,5,2,3
Valorant Champions 2023,Playoffs,Upper Semifinals,Zest,DRX,viper,39,1.02,223,0.96,67%,160,0.69,0.31,0.21,0.13,35%,50%,4/8,16,27,28,12,8,5
Valorant Champions 2023,Playoffs,Upper Semifinals,MaKo,DRX,brimstone,22,0.72,140,0.56,68%,92,0.45,0.5,0.05,0.05,28%,0%,0/4,10,10,18,11,1,1
Valorant Champions 2023,Playoffs,Upper Semifinals,MaKo,DRX,omen,17,0.57,114,0.47,65%,70,0.41,0.24,0,0,23%,0%,0/1,7,7,15,4,0,0
Valorant Champions 2023,Playoffs,Upper Semifinals,MaKo,DRX,"brimstone, omen",39,0.64,127,0.52,67%,82,0.44,0.38,0.03,0.03,25%,0%,0/5,10,17,33,15,1,1
Valorant Champions 2023,Playoffs,Upper Semifinals,BuZz,DRX,raze,39,0.94,251,1.03,77%,164,0.9,0.13,0.23,0.15,31%,0%,0/6,23,35,34,5,9,6
Valorant Champions 2023,Playoffs,Upper Final,mindfreak,Paper Rex,astra,28,1.39,235,1.64,75%,170,0.82,0.5,0,0.11,33%,36%,4/11,23,23,14,14,0,3
Valorant Champions 2023,Playoffs,Upper Final,mindfreak,Paper Rex,viper,23,1.22,237,1.25,91%,167,0.87,0.26,0.04,0,33%,40%,2/5,20,20,16,6,1,0
Valorant Champions 2023,Playoffs,Upper Final,mindfreak,Paper Rex,brimstone,22,1.14,166,1.17,77%,117,0.64,0.55,0.05,0.05,44%,0%,0/3,14,14,12,12,1,1
Valorant Champions 2023,Playoffs,Upper Final,mindfreak,Paper Rex,"astra, brimstone, viper",73,1.25,213,1.36,81%,153,0.78,0.44,0.03,0.05,35%,32%,6/19,23,57,42,32,2,4
Valorant Champions 2023,Playoffs,Upper Final,d4v41,Paper Rex,skye,73,0.95,177,0.85,74%,116,0.6,0.44,0.04,0.04,25%,9%,1/11,20,44,52,32,3,3
Valorant Champions 2023,Playoffs,Upper Final,Jinggg,Paper Rex,phoenix,28,0.96,208,0.95,79%,146,0.75,0.36,0.11,0.14,21%,0%,0/1,21,21,22,10,3,4
Valorant Champions 2023,Playoffs,Upper Final,Jinggg,Paper Rex,raze,45,1.19,275,1.24,80%,172,0.93,0.22,0.13,0.11,17%,0%,0/1,22,42,34,10,6,5
Valorant Champions 2023,Playoffs,Upper Final,Jinggg,Paper Rex,"phoenix, raze",73,1.11,253,1.13,79%,162,0.86,0.27,0.12,0.12,18%,0%,0/2,22,63,56,20,9,9
Valorant Champions 2023,Playoffs,Upper Final,something,Paper Rex,jett,28,0.85,171,0.76,64%,109,0.57,0.18,0.18,0.29,16%,0%,0/1,16,16,21,5,5,8
Valorant Champions 2023,Playoffs,Upper Final,something,Paper Rex,reyna,45,1,183,0.93,69%,122,0.62,0.24,0.18,0.16,14%,10%,1/10,20,28,30,11,8,7
Valorant Champions 2023,Playoffs,Upper Final,something,Paper Rex,"jett, reyna",73,0.95,179,0.86,67%,117,0.6,0.22,0.18,0.21,15%,9%,1/11,20,44,51,16,13,15
Valorant Champions 2023,Playoffs,Upper Final,f0rsakeN,Paper Rex,harbor,45,0.95,178,0.88,67%,115,0.62,0.29,0.09,0.16,28%,100%,1/1,16,28,32,13,4,7
Valorant Champions 2023,Playoffs,Upper Final,f0rsakeN,Paper Rex,killjoy,28,1.18,326,1.38,75%,209,1.04,0.32,0.07,0.07,21%,0%,0/2,29,29,21,9,2,2
Valorant Champions 2023,Playoffs,Upper Final,f0rsakeN,Paper Rex,"harbor, killjoy",73,1.02,228,1.08,70%,151,0.78,0.3,0.08,0.12,24%,33%,1/3,29,57,53,22,6,9
Valorant Champions 2023,Playoffs,Upper Final,jawgemo,Evil Geniuses,astra,28,1.3,232,1,82%,166,0.68,0.93,0.04,0.07,24%,33%,1/3,19,19,19,26,1,2
Valorant Champions 2023,Playoffs,Upper Final,jawgemo,Evil Geniuses,omen,23,1.03,217,1.13,74%,130,0.78,0.26,0.04,0.04,25%,0%,0/2,18,18,16,6,1,1
Valorant Champions 2023,Playoffs,Upper Final,jawgemo,Evil Geniuses,raze,22,0.83,191,0.88,68%,122,0.68,0.27,0.18,0.14,8%,,,15,15,17,6,4,3
Valorant Champions 2023,Playoffs,Upper Final,jawgemo,Evil Geniuses,"astra, omen, raze",73,1.06,213,1,75%,141,0.71,0.52,0.08,0.08,18%,20%,1/5,19,52,52,38,6,6
Valorant Champions 2023,Playoffs,Upper Final,C0M,Evil Geniuses,viper,22,1.24,238,1.5,77%,147,0.95,0.27,0.05,0,18%,20%,1/5,21,21,14,6,1,0
Valorant Champions 2023,Playoffs,Upper Final,C0M,Evil Geniuses,sova,51,1.18,230,1.3,80%,147,0.84,0.25,0.04,0.02,28%,40%,4/10,28,43,33,13,2,1
Valorant Champions 2023,Playoffs,Upper Final,C0M,Evil Geniuses,"sova, viper",73,1.2,233,1.36,79%,147,0.88,0.26,0.04,0.01,24%,33%,5/15,28,64,47,19,3,1
Valorant Champions 2023,Playoffs,Upper Final,Boostio,Evil Geniuses,brimstone,22,0.51,94,0.41,45%,65,0.32,0.27,0,0.14,16%,0%,0/2,7,7,17,6,0,3
Valorant Champions 2023,Playoffs,Upper Final,Boostio,Evil Geniuses,killjoy,51,0.71,190,0.67,71%,137,0.57,0.27,0.16,0.16,23%,0%,0/3,16,29,43,14,8,8
Valorant Champions 2023,Playoffs,Upper Final,Boostio,Evil Geniuses,"brimstone, killjoy",73,0.65,158,0.6,63%,115,0.49,0.27,0.11,0.15,22%,0%,0/5,16,36,60,20,8,11
Valorant Champions 2023,Playoffs,Upper Final,Ethan,Evil Geniuses,skye,22,0.85,141,0.67,59%,88,0.45,0.36,0.09,0.05,13%,50%,1/2,10,10,15,8,2,1
Valorant Champions 2023,Playoffs,Upper Final,Ethan,Evil Geniuses,kayo,23,0.88,173,0.71,70%,127,0.52,0.57,0.09,0.22,13%,50%,2/4,12,12,17,13,2,5
Valorant Champions 2023,Playoffs,Upper Final,Ethan,Evil Geniuses,yoru,28,1.03,234,1.09,68%,137,0.86,0.29,0.25,0.07,18%,33%,1/3,24,24,22,8,7,2
Valorant Champions 2023,Playoffs,Upper Final,Ethan,Evil Geniuses,"kayo, skye, yoru",73,0.92,183,0.85,66%,119,0.63,0.4,0.15,0.11,15%,44%,4/9,24,46,54,29,11,8
Valorant Champions 2023,Playoffs,Upper Final,Demon1,Evil Geniuses,jett,51,0.99,193,1.03,69%,154,0.75,0.08,0.12,0.1,33%,20%,2/10,28,38,37,4,6,5
Valorant Champions 2023,Playoffs,Upper Final,Demon1,Evil Geniuses,chamber,22,1.02,234,1.06,59%,143,0.82,0.05,0.27,0.09,37%,0%,0/6,18,18,17,1,6,2
Valorant Champions 2023,Playoffs,Upper Final,Demon1,Evil Geniuses,"chamber, jett",73,1,207,1.04,66%,151,0.77,0.07,0.16,0.1,34%,13%,2/16,28,56,54,5,12,7
Valorant Champions 2023,Playoffs,Grand Final,Boostio,Evil Geniuses,killjoy,47,1.07,222,1,68%,149,0.74,0.19,0.09,0.15,23%,0%,0/4,19,35,35,9,4,7
Valorant Champions 2023,Playoffs,Grand Final,Boostio,Evil Geniuses,astra,23,1.01,212,0.94,83%,145,0.7,0.43,0.09,0.09,29%,0%,0/3,16,16,17,10,2,2
Valorant Champions 2023,Playoffs,Grand Final,Boostio,Evil Geniuses,brimstone,18,0.89,179,0.73,89%,128,0.61,0.5,0,0.11,22%,0%,0/2,11,11,15,9,0,2
Valorant Champions 2023,Playoffs,Grand Final,Boostio,Evil Geniuses,"astra, brimstone, killjoy",88,1.01,209,0.93,76%,144,0.7,0.32,0.07,0.13,24%,0%,0/9,19,62,67,28,6,11
Valorant Champions 2023,Playoffs,Grand Final,jawgemo,Evil Geniuses,raze,64,1.37,328,1.64,80%,209,1.16,0.22,0.25,0.13,15%,0%,0/3,26,74,45,14,16,8
Valorant Champions 2023,Playoffs,Grand Final,jawgemo,Evil Geniuses,omen,24,0.78,140,0.65,67%,97,0.46,0.46,0.04,0.13,20%,0%,0/2,11,11,17,11,1,3
Valorant Champions 2023,Playoffs,Grand Final,jawgemo,Evil Geniuses,"omen, raze",88,1.22,281,1.37,76%,179,0.97,0.28,0.19,0.13,16%,0%,0/5,26,85,62,25,17,11
Valorant Champions 2023,Playoffs,Grand Final,Ethan,Evil Geniuses,skye,64,0.89,160,0.81,77%,104,0.55,0.56,0.05,0.11,24%,0%,0/3,13,35,43,36,3,7
Valorant Champions 2023,Playoffs,Grand Final,Ethan,Evil Geniuses,kayo,24,1.05,192,1.13,71%,122,0.75,0.63,0,0.17,24%,0%,0/1,18,18,16,15,0,4
Valorant Champions 2023,Playoffs,Grand Final,Ethan,Evil Geniuses,"kayo, skye",88,0.93,168,0.9,75%,109,0.6,0.58,0.03,0.13,24%,0%,0/4,18,53,59,51,3,11
Valorant Champions 2023,Playoffs,Grand Final,Demon1,Evil Geniuses,chamber,18,1.38,183,2.6,83%,138,0.72,0.11,0.17,0.06,48%,50%,1/2,13,13,5,2,3,1
Valorant Champions 2023,Playoffs,Grand Final,Demon1,Evil Geniuses,jett,47,1.21,246,1.43,68%,172,0.91,0.11,0.19,0.09,37%,40%,2/5,27,43,30,5,9,4
Valorant Champions 2023,Playoffs,Grand Final,Demon1,Evil Geniuses,astra,23,1.43,244,1.77,83%,162,1,0.43,0,0.04,46%,25%,2/8,23,23,13,10,0,1
Valorant Champions 2023,Playoffs,Grand Final,Demon1,Evil Geniuses,"astra, chamber, jett",88,1.31,230,1.65,75%,163,0.9,0.19,0.14,0.07,41%,33%,5/15,27,79,48,17,12,6
Valorant Champions 2023,Playoffs,Grand Final,C0M,Evil Geniuses,viper,64,0.99,158,1,72%,101,0.55,0.27,0.03,0.09,17%,0%,0/3,18,35,35,17,2,6
Valorant Champions 2023,Playoffs,Grand Final,C0M,Evil Geniuses,sova,24,1.03,249,1.11,75%,156,0.88,0.21,0.13,0,16%,0%,0/6,21,21,19,5,3,0
Valorant Champions 2023,Playoffs,Grand Final,C0M,Evil Geniuses,"sova, viper",88,1,181,1.04,73%,116,0.64,0.25,0.06,0.07,17%,0%,0/9,21,56,54,22,5,6
Valorant Champions 2023,Playoffs,Grand Final,f0rsakeN,Paper Rex,yoru,18,0.72,160,0.6,56%,97,0.5,0.33,0.17,0.17,22%,0%,0/1,9,9,15,6,3,3
Valorant Champions 2023,Playoffs,Grand Final,f0rsakeN,Paper Rex,skye,23,0.98,223,0.94,78%,161,0.74,0.43,0.17,0.17,24%,,,17,17,18,10,4,4
Valorant Champions 2023,Playoffs,Grand Final,f0rsakeN,Paper Rex,harbor,24,0.89,142,0.75,58%,91,0.5,0.33,0.04,0.08,23%,0%,0/4,12,12,16,8,1,2
Valorant Champions 2023,Playoffs,Grand Final,f0rsakeN,Paper Rex,astra,23,0.91,197,0.89,57%,143,0.7,0.3,0.22,0.26,36%,0%,0/3,16,16,18,7,5,6
Valorant Champions 2023,Playoffs,Grand Final,f0rsakeN,Paper Rex,"astra, harbor, skye, yoru",88,0.88,180,0.81,63%,124,0.61,0.35,0.15,0.17,26%,0%,0/8,17,54,67,31,13,15
Valorant Champions 2023,Playoffs,Grand Final,Jinggg,Paper Rex,raze,88,0.92,234,0.82,65%,158,0.72,0.23,0.22,0.13,20%,0%,0/6,20,63,77,20,19,11
Valorant Champions 2023,Playoffs,Grand Final,d4v41,Paper Rex,skye,41,0.8,147,0.76,68%,102,0.54,0.32,0,0.05,30%,20%,1/5,14,22,29,13,0,2
Valorant Champions 2023,Playoffs,Grand Final,d4v41,Paper Rex,viper,23,1.08,197,1,78%,133,0.65,0.3,0,0.09,22%,0%,0/6,15,15,15,7,0,2
Valorant Champions 2023,Playoffs,Grand Final,d4v41,Paper Rex,kayo,24,1.42,254,1.71,79%,172,1,0.54,0,0,31%,20%,1/5,24,24,14,13,0,0
Valorant Champions 2023,Playoffs,Grand Final,d4v41,Paper Rex,"kayo, skye, viper",88,1.03,186,1.05,74%,129,0.69,0.38,0,0.05,28%,13%,2/16,24,61,58,33,0,4
Valorant Champions 2023,Playoffs,Grand Final,something,Paper Rex,jett,46,0.9,187,0.83,70%,122,0.65,0.17,0.15,0.15,28%,25%,1/4,16,30,36,8,7,7
Valorant Champions 2023,Playoffs,Grand Final,something,Paper Rex,breach,18,0.95,178,0.73,61%,119,0.61,0.44,0.11,0,11%,0%,0/4,11,11,15,8,2,0
Valorant Champions 2023,Playoffs,Grand Final,something,Paper Rex,reyna,24,1.49,275,1.67,79%,180,1.04,0.08,0.17,0,37%,50%,1/2,25,25,15,2,4,0
Valorant Champions 2023,Playoffs,Grand Final,something,Paper Rex,"breach, jett, reyna",88,1.06,207,1,70%,137,0.75,0.2,0.15,0.08,25%,20%,2/10,25,66,66,18,13,7
Valorant Champions 2023,Playoffs,Grand Final,mindfreak,Paper Rex,viper,24,0.6,84,0.33,58%,66,0.25,0.33,0,0.21,24%,0%,0/2,6,6,18,8,0,5
Valorant Champions 2023,Playoffs,Grand Final,mindfreak,Paper Rex,astra,23,0.94,171,0.94,70%,109,0.7,0.22,0,0.04,36%,0%,0/5,16,16,17,5,0,1
Valorant Champions 2023,Playoffs,Grand Final,mindfreak,Paper Rex,omen,23,0.77,182,0.78,61%,124,0.61,0.3,0,0,29%,25%,1/4,14,14,18,7,0,0
Valorant Champions 2023,Playoffs,Grand Final,mindfreak,Paper Rex,brimstone,18,0.86,172,0.71,61%,99,0.56,0.5,0,0,39%,0%,0/3,10,10,14,9,0,0
Valorant Champions 2023,Playoffs,Grand Final,mindfreak,Paper Rex,"astra, brimstone, omen, viper",88,0.79,152,0.69,63%,99,0.52,0.33,0,0.07,32%,7%,1/14,16,46,67,29,0,6
Valorant Champions 2023,Playoffs,Lower Round 1,Haodong,EDward Gaming,omen,23,1.18,166,0.93,78%,106,0.57,0.65,0.04,0.04,26%,100%,1/1,13,13,14,15,1,1
Valorant Champions 2023,Playoffs,Lower Round 1,Haodong,EDward Gaming,astra,28,0.99,200,0.86,75%,139,0.64,0.5,0,0.14,31%,0%,0/4,18,18,21,14,0,4
Valorant Champions 2023,Playoffs,Lower Round 1,Haodong,EDward Gaming,brimstone,17,1.2,215,1.5,94%,123,0.88,0.24,0.06,0.06,35%,50%,1/2,15,15,10,4,1,1
Valorant Champions 2023,Playoffs,Lower Round 1,Haodong,EDward Gaming,"astra, brimstone, omen",68,1.12,194,1.02,81%,124,0.68,0.49,0.03,0.09,30%,29%,2/7,18,46,45,33,2,6
Valorant Champions 2023,Playoffs,Lower Round 1,CHICHOO,EDward Gaming,cypher,23,0.95,177,0.94,65%,113,0.65,0.26,0.09,0.17,25%,0%,0/3,15,15,16,6,2,4
Valorant Champions 2023,Playoffs,Lower Round 1,CHICHOO,EDward Gaming,viper,45,1.31,220,1.4,78%,140,0.78,0.24,0.11,0.02,18%,10%,1/10,18,35,25,11,5,1
Valorant Champions 2023,Playoffs,Lower Round 1,CHICHOO,EDward Gaming,"cypher, viper",68,1.19,206,1.22,74%,131,0.74,0.25,0.1,0.07,20%,8%,1/13,18,50,41,17,7,5
Valorant Champions 2023,Playoffs,Lower Round 1,ZmjjKK,EDward Gaming,jett,23,1.1,227,0.94,78%,147,0.74,0.35,0.13,0.09,18%,0%,0/3,17,17,18,8,3,2
Valorant Champions 2023,Playoffs,Lower Round 1,ZmjjKK,EDward Gaming,chamber,17,1.37,262,1.45,76%,183,0.94,0.24,0.18,0.18,29%,,,16,16,11,4,3,3
Valorant Champions 2023,Playoffs,Lower Round 1,ZmjjKK,EDward Gaming,raze,28,0.83,199,0.86,57%,140,0.68,0.18,0,0.29,16%,0%,0/1,19,19,22,5,0,8
Valorant Champions 2023,Playoffs,Lower Round 1,ZmjjKK,EDward Gaming,"chamber, jett, raze",68,1.1,229,1.02,69%,153,0.76,0.25,0.09,0.19,19%,0%,0/4,19,52,51,17,6,13
Valorant Champions 2023,Playoffs,Lower Round 1,Smoggy,EDward Gaming,jett,28,1.08,257,1.04,57%,166,0.89,0.04,0.14,0.11,26%,,,25,25,24,1,4,3
Valorant Champions 2023,Playoffs,Lower Round 1,Smoggy,EDward Gaming,breach,23,0.78,146,0.82,78%,100,0.61,0.22,0.04,0.22,36%,33%,1/3,14,14,17,5,1,5
Valorant Champions 2023,Playoffs,Lower Round 1,Smoggy,EDward Gaming,raze,17,1.32,297,1.46,100%,183,1.12,0.24,0.24,0,27%,,,19,19,13,4,4,0
Valorant Champions 2023,Playoffs,Lower Round 1,Smoggy,EDward Gaming,"breach, jett, raze",68,1.06,233,1.07,75%,148,0.85,0.15,0.13,0.12,28%,33%,1/3,25,58,54,10,9,8
Valorant Champions 2023,Playoffs,Lower Round 1,nobody,EDward Gaming,sova,23,1.51,306,1.93,87%,202,1.17,0.22,0.13,0.04,37%,0%,0/2,27,27,14,5,3,1
Valorant Champions 2023,Playoffs,Lower Round 1,nobody,EDward Gaming,skye,45,0.87,125,0.77,69%,91,0.51,0.38,0.02,0.16,29%,43%,3/7,18,23,30,17,1,7
Valorant Champions 2023,Playoffs,Lower Round 1,nobody,EDward Gaming,"skye, sova",68,1.08,185,1.14,75%,129,0.74,0.32,0.06,0.12,33%,33%,3/9,27,50,44,22,4,8
Valorant Champions 2023,Playoffs,Lower Round 1,Boaster,FNATIC,omen,18,1,147,0.82,72%,84,0.5,0.39,0.06,0,24%,67%,2/3,9,9,11,7,1,0
Valorant Champions 2023,Playoffs,Lower Round 1,Boaster,FNATIC,astra,22,0.92,144,0.85,73%,85,0.5,0.32,0.14,0.05,37%,,,11,11,13,7,3,1
Valorant Champions 2023,Playoffs,Lower Round 1,Boaster,FNATIC,"astra, omen",40,0.96,146,0.83,73%,85,0.5,0.35,0.1,0.03,31%,67%,2/3,11,20,24,14,4,1
Valorant Champions 2023,Playoffs,Lower Round 1,Alfajer,FNATIC,cypher,18,1.67,291,2.11,83%,194,1.06,0.11,0.28,0.11,29%,50%,1/2,19,19,9,2,5,2
Valorant Champions 2023,Playoffs,Lower Round 1,Alfajer,FNATIC,killjoy,22,1.57,314,2.6,82%,208,1.18,0,0.18,0.14,30%,0%,0/3,26,26,10,0,4,3
Valorant Champions 2023,Playoffs,Lower Round 1,Alfajer,FNATIC,"cypher, killjoy",40,1.62,302,2.37,83%,202,1.13,0.05,0.23,0.13,30%,20%,1/5,26,45,19,2,9,5
Valorant Champions 2023,Playoffs,Lower Round 1,Derke,FNATIC,jett,22,0.96,176,1.08,68%,119,0.64,0.05,0.14,0.09,26%,,,14,14,13,1,3,2
Valorant Champions 2023,Playoffs,Lower Round 1,Derke,FNATIC,raze,18,1.23,275,1.31,67%,181,0.94,0.22,0.33,0.17,30%,,,17,17,13,4,6,3
Valorant Champions 2023,Playoffs,Lower Round 1,Derke,FNATIC,"jett, raze",40,1.09,226,1.19,68%,147,0.78,0.13,0.23,0.13,28%,,,17,31,26,5,9,5
Valorant Champions 2023,Playoffs,Lower Round 1,Chronicle,FNATIC,breach,40,1.31,207,1.76,80%,136,0.75,0.4,0.13,0,26%,0%,0/4,17,30,17,16,5,0
Valorant Champions 2023,Playoffs,Lower Round 1,Leo,FNATIC,sova,22,1.36,228,1.7,77%,150,0.77,0.41,0.09,0,39%,0%,0/2,17,17,10,9,2,0
Valorant Champions 2023,Playoffs,Lower Round 1,Leo,FNATIC,skye,18,1.01,148,1.13,89%,85,0.5,0.67,0,0,15%,0%,0/1,9,9,8,12,0,0
Valorant Champions 2023,Playoffs,Lower Round 1,Leo,FNATIC,"skye, sova",40,1.19,188,1.44,83%,121,0.65,0.53,0.05,0,28%,0%,0/3,17,26,18,21,2,0
Valorant Champions 2023,Playoffs,Lower Round 1,AtaKaptan,FUT Esports,omen,40,0.96,194,0.83,63%,120,0.6,0.45,0.03,0.1,33%,0%,0/7,13,24,29,18,1,4
Valorant Champions 2023,Playoffs,Lower Round 1,qRaxs,FUT Esports,kayo,18,0.72,138,0.69,44%,98,0.5,0,0.06,0,43%,0%,0/2,9,9,13,0,1,0
Valorant Champions 2023,Playoffs,Lower Round 1,qRaxs,FUT Esports,gekko,22,0.8,169,0.75,59%,116,0.55,0.05,0.14,0.14,38%,0%,0/1,12,12,16,1,3,3
Valorant Champions 2023,Playoffs,Lower Round 1,qRaxs,FUT Esports,"gekko, kayo",40,0.76,154,0.72,53%,108,0.53,0.03,0.1,0.08,40%,0%,0/3,12,21,29,1,4,3
Valorant Champions 2023,Playoffs,Lower Round 1,MOJJ,FUT Esports,viper,18,0.67,118,0.5,50%,75,0.39,0.06,0.17,0.17,24%,0%,0/3,7,7,14,1,3,3
Valorant Champions 2023,Playoffs,Lower Round 1,MOJJ,FUT Esports,killjoy,22,0.76,129,0.6,64%,90,0.41,0.23,0.09,0.23,30%,40%,2/5,9,9,15,5,2,5
Valorant Champions 2023,Playoffs,Lower Round 1,MOJJ,FUT Esports,"killjoy, viper",40,0.72,124,0.55,58%,83,0.4,0.15,0.13,0.2,28%,25%,2/8,9,16,29,6,5,8
Valorant Champions 2023,Playoffs,Lower Round 1,qw1,FUT Esports,jett,40,0.5,120,0.53,33%,88,0.45,0,0,0.28,42%,0%,0/1,12,18,34,0,0,11
Valorant Champions 2023,Playoffs,Lower Round 1,MrFaliN,FUT Esports,breach,22,0.76,149,0.61,45%,99,0.5,0.23,0.05,0.05,38%,0%,0/4,11,11,18,5,1,1
Valorant Champions 2023,Playoffs,Lower Round 1,MrFaliN,FUT Esports,skye,18,0.99,218,1.08,78%,142,0.78,0.39,0,0.11,20%,0%,0/2,14,14,13,7,0,2
Valorant Champions 2023,Playoffs,Lower Round 1,MrFaliN,FUT Esports,"breach, skye",40,0.87,184,0.81,60%,119,0.63,0.3,0.03,0.08,27%,0%,0/6,14,25,31,12,1,3
Valorant Champions 2023,Playoffs,Lower Round 1,rin,Bilibili Gaming,omen,51,0.71,124,0.61,73%,77,0.43,0.49,0.04,0.1,17%,14%,1/7,16,22,36,25,2,5
Valorant Champions 2023,Playoffs,Lower Round 1,rin,Bilibili Gaming,brimstone,17,0.53,121,0.57,53%,72,0.47,0.06,0.06,0.06,25%,0%,0/3,8,8,14,1,1,1
Valorant Champions 2023,Playoffs,Lower Round 1,rin,Bilibili Gaming,"brimstone, omen",68,0.65,123,0.6,68%,76,0.44,0.38,0.04,0.09,19%,10%,1/10,16,30,50,26,3,6
Valorant Champions 2023,Playoffs,Lower Round 1,Knight,Bilibili Gaming,cypher,45,1.02,242,1.13,67%,153,0.78,0.13,0.09,0.11,30%,40%,2/5,18,35,31,6,4,5
Valorant Champions 2023,Playoffs,Lower Round 1,Knight,Bilibili Gaming,breach,23,1.03,234,1.12,83%,163,0.83,0.35,0,0.04,33%,20%,1/5,19,19,17,8,0,1
Valorant Champions 2023,Playoffs,Lower Round 1,Knight,Bilibili Gaming,"breach, cypher",68,1.02,239,1.13,72%,156,0.79,0.21,0.06,0.09,31%,30%,3/10,19,54,48,14,4,6
Valorant Champions 2023,Playoffs,Lower Round 1,Yosemite,Bilibili Gaming,viper,45,0.77,180,0.74,64%,126,0.62,0.36,0.13,0.04,21%,0%,0/5,20,28,38,16,6,2
Valorant Champions 2023,Playoffs,Lower Round 1,Yosemite,Bilibili Gaming,killjoy,23,1.3,245,1.5,87%,155,0.91,0.04,0.22,0.04,37%,29%,2/7,21,21,14,1,5,1
Valorant Champions 2023,Playoffs,Lower Round 1,Yosemite,Bilibili Gaming,"killjoy, viper",68,0.94,201,0.94,72%,136,0.72,0.25,0.16,0.04,27%,17%,2/12,21,49,52,17,11,3
Valorant Champions 2023,Playoffs,Lower Round 1,whzy,Bilibili Gaming,jett,23,0.66,163,0.65,78%,101,0.57,0.22,0.22,0.13,16%,,,13,13,20,5,5,3
Valorant Champions 2023,Playoffs,Lower Round 1,whzy,Bilibili Gaming,raze,45,1.08,254,1.31,69%,172,0.93,0.13,0.22,0.11,24%,17%,1/6,31,42,32,6,10,5
Valorant Champions 2023,Playoffs,Lower Round 1,whzy,Bilibili Gaming,"jett, raze",68,0.94,224,1.06,72%,148,0.81,0.16,0.22,0.12,22%,17%,1/6,31,55,52,11,15,8
Valorant Champions 2023,Playoffs,Lower Round 1,Biank,Bilibili Gaming,sova,23,0.92,245,1.11,74%,170,0.87,0.09,0.04,0.04,38%,33%,1/3,20,20,18,2,1,1
Valorant Champions 2023,Playoffs,Lower Round 1,Biank,Bilibili Gaming,skye,45,0.76,160,0.75,69%,114,0.6,0.47,0.13,0.09,27%,0%,0/4,22,27,36,21,6,4
Valorant Champions 2023,Playoffs,Lower Round 1,Biank,Bilibili Gaming,"skye, sova",68,0.82,188,0.87,71%,133,0.69,0.34,0.1,0.07,31%,14%,1/7,22,47,54,23,7,5
Valorant Champions 2023,Playoffs,Lower Round 2,Chronicle,FNATIC,breach,41,1.16,190,1.08,78%,117,0.66,0.44,0.07,0.05,21%,0%,0/1,16,27,25,18,3,2
Valorant Champions 2023,Playoffs,Lower Round 2,Chronicle,FNATIC,viper,14,0.95,185,0.8,71%,126,0.57,0.14,0.21,0,25%,0%,0/3,8,8,10,2,3,0
Valorant Champions 2023,Playoffs,Lower Round 2,Chronicle,FNATIC,"breach, viper",55,1.09,188,1,76%,119,0.64,0.36,0.11,0.04,22%,0%,0/4,16,35,35,20,6,2
Valorant Champions 2023,Playoffs,Lower Round 2,Derke,FNATIC,raze,33,0.92,183,1.05,73%,124,0.7,0.15,0.18,0.21,22%,0%,0/4,14,23,22,5,6,7
Valorant Champions 2023,Playoffs,Lower Round 2,Derke,FNATIC,jett,22,1.17,195,1.36,68%,130,0.68,0.14,0.32,0.18,32%,0%,0/1,15,15,11,3,7,4
Valorant Champions 2023,Playoffs,Lower Round 2,Derke,FNATIC,"jett, raze",55,1.01,187,1.15,71%,127,0.69,0.15,0.24,0.2,25%,0%,0/5,15,38,33,8,13,11
