Tournament,Stage,Match Type,Player,Teams,Agents,Rounds Played,Rating,Average Combat Score,Kills:Deaths,"Kill, Assist, Trade, Survive %",Average Damage Per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot %,Clutch Success %,Clutches (won/played),Maximum Kills in a Single Map,Kills,Deaths,Assists,First Kills,First Deaths
Valorant Champions 2021,Group Stage,Decider (D),xeta,Cloud9,"breach, sova",69,0.98,129,0.77,74%,97,0.48,0.45,0.01,0.03,16%,0%,0/9,14,33,43,31,1,2
Valorant Champions 2021,Group Stage,Decider (D),leaf,Cloud9,jett,47,1.4,306,1.42,77%,200,1,0.21,0.32,0.13,23%,0%,0/1,26,47,33,10,15,6
Valorant Champions 2021,Group Stage,Decider (D),leaf,Cloud9,skye,22,0.99,218,1,59%,129,0.77,0.18,0.14,0.09,13%,0%,0/1,17,17,17,4,3,2
Valorant Champions 2021,Group Stage,Decider (D),leaf,Cloud9,"jett, skye",69,1.26,276,1.28,71%,177,0.93,0.2,0.26,0.12,21%,0%,0/2,26,64,50,14,18,8
Valorant Champions 2021,Group Stage,Decider (D),vanity,Cloud9,viper,24,0.84,149,0.56,71%,105,0.42,0.5,0.13,0.04,32%,20%,1/5,10,10,18,12,3,1
Valorant Champions 2021,Group Stage,Decider (D),vanity,Cloud9,astra,45,0.96,136,0.73,71%,102,0.49,0.47,0.07,0.18,17%,22%,2/9,12,22,30,21,3,8
Valorant Champions 2021,Group Stage,Decider (D),vanity,Cloud9,"astra, viper",69,0.92,140,0.67,71%,103,0.46,0.48,0.09,0.13,20%,21%,3/14,12,32,48,33,6,9
Valorant Champions 2021,Group Stage,Decider (D),mitch,Cloud9,killjoy,45,0.96,185,0.9,71%,120,0.6,0.2,0.04,0.04,11%,0%,0/5,15,27,30,9,2,2
Valorant Champions 2021,Group Stage,Decider (D),mitch,Cloud9,cypher,24,1.36,263,1.86,92%,158,1.08,0.04,0.13,0.04,28%,25%,1/4,26,26,14,1,3,1
Valorant Champions 2021,Group Stage,Decider (D),mitch,Cloud9,"cypher, killjoy",69,1.09,211,1.2,78%,133,0.77,0.14,0.07,0.04,16%,11%,1/9,26,53,44,10,5,3
Valorant Champions 2021,Group Stage,Decider (D),Xeppaa,Cloud9,kayo,47,1.28,238,1.37,79%,153,0.87,0.43,0.13,0.02,24%,0%,0/3,21,41,30,20,6,1
Valorant Champions 2021,Group Stage,Decider (D),Xeppaa,Cloud9,raze,22,0.7,213,0.74,59%,147,0.64,0.36,0.09,0.36,10%,,,14,14,19,8,2,8
Valorant Champions 2021,Group Stage,Decider (D),Xeppaa,Cloud9,"kayo, raze",69,1.09,229,1.12,72%,151,0.8,0.41,0.12,0.13,19%,0%,0/3,21,55,49,28,8,9
Valorant Champions 2021,Group Stage,Decider (D),Rb,Vision Strikers,sova,47,0.8,148,0.75,64%,93,0.51,0.15,0.04,0.04,28%,25%,2/8,15,24,32,7,2,2
Valorant Champions 2021,Group Stage,Decider (D),Rb,Vision Strikers,sage,22,1.15,217,1.29,73%,138,0.82,0.41,0.14,0.14,27%,0%,0/1,18,18,14,9,3,3
Valorant Champions 2021,Group Stage,Decider (D),Rb,Vision Strikers,"sage, sova",69,0.92,171,0.91,67%,108,0.61,0.23,0.07,0.07,27%,22%,2/9,18,42,46,16,5,5
Valorant Champions 2021,Group Stage,Decider (D),BuZz,Vision Strikers,jett,47,0.74,205,0.78,60%,122,0.68,0.17,0.17,0.21,19%,50%,1/2,17,32,41,8,8,10
Valorant Champions 2021,Group Stage,Decider (D),BuZz,Vision Strikers,raze,22,1.28,313,1.57,73%,198,1,0.14,0.32,0.14,27%,0%,0/2,22,22,14,3,7,3
Valorant Champions 2021,Group Stage,Decider (D),BuZz,Vision Strikers,"jett, raze",69,0.92,241,0.98,64%,146,0.78,0.16,0.22,0.19,23%,25%,1/4,22,54,55,11,15,13
Valorant Champions 2021,Group Stage,Decider (D),MaKo,Vision Strikers,viper,46,1.13,206,1.19,76%,136,0.7,0.37,0.07,0.13,22%,0%,0/3,17,32,27,17,3,6
Valorant Champions 2021,Group Stage,Decider (D),MaKo,Vision Strikers,astra,23,0.68,106,0.56,61%,67,0.43,0.39,0,0.13,30%,0%,0/3,10,10,18,9,0,3
Valorant Champions 2021,Group Stage,Decider (D),MaKo,Vision Strikers,"astra, viper",69,0.98,172,0.93,71%,113,0.61,0.38,0.04,0.13,23%,0%,0/6,17,42,45,26,3,9
Valorant Champions 2021,Group Stage,Decider (D),k1Ng,Vision Strikers,astra,22,0.94,124,0.92,82%,100,0.5,0.5,0,0.05,33%,0%,0/2,11,11,12,11,0,1
Valorant Champions 2021,Group Stage,Decider (D),k1Ng,Vision Strikers,killjoy,23,0.93,167,0.87,74%,111,0.57,0.13,0.09,0.04,24%,40%,2/5,13,13,15,3,2,1
Valorant Champions 2021,Group Stage,Decider (D),k1Ng,Vision Strikers,cypher,24,1.04,190,1.27,58%,136,0.79,0.13,0.04,0.08,33%,0%,0/4,19,19,15,3,1,2
Valorant Champions 2021,Group Stage,Decider (D),k1Ng,Vision Strikers,"astra, cypher, killjoy",69,0.97,160,1.02,71%,116,0.62,0.25,0.04,0.06,30%,18%,2/11,19,43,42,17,3,4
Valorant Champions 2021,Group Stage,Decider (D),stax,Vision Strikers,kayo,23,1.01,278,1.26,78%,178,1.04,0.35,0,0.13,33%,0%,0/3,24,24,19,8,0,3
Valorant Champions 2021,Group Stage,Decider (D),stax,Vision Strikers,skye,46,0.97,179,0.97,67%,116,0.63,0.22,0.11,0.09,29%,0%,0/5,15,29,30,10,5,4
Valorant Champions 2021,Group Stage,Decider (D),stax,Vision Strikers,"kayo, skye",69,0.98,212,1.08,71%,137,0.77,0.26,0.07,0.1,31%,0%,0/8,24,53,49,18,5,7
Valorant Champions 2021,All Stages,All Match Types,sutecas,Team Vikings,astra,77,1.09,191,1.22,66%,129,0.79,0.27,0.05,0.08,32%,21%,3/14,18,61,50,21,4,6
Valorant Champions 2021,All Stages,All Match Types,sutecas,Team Vikings,viper,68,0.91,172,0.83,72%,122,0.59,0.34,0.06,0.1,25%,14%,2/14,15,40,48,23,4,7
Valorant Champions 2021,All Stages,All Match Types,sutecas,Team Vikings,"astra, viper",145,1.01,183,1.03,69%,126,0.7,0.3,0.06,0.09,29%,18%,5/28,18,101,98,44,8,13
Valorant Champions 2021,All Stages,All Match Types,gtn,Team Vikings,raze,37,0.86,182,0.79,68%,117,0.62,0.16,0.14,0.05,17%,0%,0/2,12,23,29,6,5,2
Valorant Champions 2021,All Stages,All Match Types,gtn,Team Vikings,jett,108,0.99,195,1.04,71%,122,0.71,0.14,0.12,0.14,18%,20%,2/10,23,77,74,15,13,15
Valorant Champions 2021,All Stages,All Match Types,gtn,Team Vikings,"jett, raze",145,0.95,191,0.97,70%,120,0.69,0.14,0.12,0.12,17%,17%,2/12,23,100,103,21,18,17
Valorant Champions 2021,All Stages,All Match Types,frz,Team Vikings,skye,58,0.81,130,0.63,78%,88,0.45,0.29,0.14,0.09,31%,25%,1/4,13,26,41,17,8,5
Valorant Champions 2021,All Stages,All Match Types,frz,Team Vikings,reyna,68,0.93,218,0.98,78%,143,0.76,0.16,0.09,0.15,23%,17%,1/6,20,52,53,11,6,10
Valorant Champions 2021,All Stages,All Match Types,frz,Team Vikings,sage,19,0.49,140,0.44,68%,106,0.42,0.37,0,0.16,28%,0%,0/3,8,8,18,7,0,3
Valorant Champions 2021,All Stages,All Match Types,frz,Team Vikings,"reyna, sage, skye",145,0.82,169,0.77,77%,116,0.59,0.24,0.1,0.12,26%,15%,2/13,20,86,112,35,14,18
Valorant Champions 2021,All Stages,All Match Types,saadhak,Team Vikings,viper,18,1.58,344,1.75,72%,208,1.17,0.5,0.17,0.11,14%,50%,1/2,21,21,12,9,3,2
Valorant Champions 2021,All Stages,All Match Types,saadhak,Team Vikings,killjoy,59,1.14,257,1.19,59%,170,0.85,0.22,0.15,0.15,17%,30%,3/10,21,50,42,13,9,9
Valorant Champions 2021,All Stages,All Match Types,saadhak,Team Vikings,sage,68,0.9,162,0.73,74%,114,0.54,0.54,0.07,0.07,20%,0%,0/2,15,37,51,37,5,5
Valorant Champions 2021,All Stages,All Match Types,saadhak,Team Vikings,"killjoy, sage, viper",145,1.1,229,1.03,68%,149,0.74,0.41,0.12,0.11,18%,29%,4/14,21,108,105,59,17,16
Valorant Champions 2021,All Stages,All Match Types,Sacy,Team Vikings,sova,86,1.36,289,1.47,79%,191,1.02,0.45,0.16,0.05,27%,14%,2/14,29,88,60,39,14,4
Valorant Champions 2021,All Stages,All Match Types,Sacy,Team Vikings,breach,59,0.97,207,1,73%,135,0.76,0.39,0.07,0.03,27%,20%,1/5,19,45,45,23,4,2
Valorant Champions 2021,All Stages,All Match Types,Sacy,Team Vikings,"breach, sova",145,1.19,254,1.27,77%,168,0.92,0.43,0.12,0.04,27%,16%,3/19,29,133,105,62,18,6
Valorant Champions 2021,All Stages,All Match Types,starxo,Acend,astra,57,1.05,206,1.13,72%,125,0.77,0.28,0.11,0.04,26%,8%,1/12,17,44,39,16,6,2
Valorant Champions 2021,All Stages,All Match Types,starxo,Acend,skye,59,1.03,201,1.13,78%,122,0.75,0.2,0.08,0.05,20%,33%,1/3,20,44,39,12,5,3
Valorant Champions 2021,All Stages,All Match Types,starxo,Acend,viper,66,0.91,144,0.72,67%,99,0.5,0.21,0.06,0.06,29%,0%,0/6,12,33,46,14,4,4
Valorant Champions 2021,All Stages,All Match Types,starxo,Acend,sage,108,1.14,216,1.19,73%,142,0.81,0.33,0.06,0.06,25%,38%,3/8,24,87,73,36,7,6
Valorant Champions 2021,All Stages,All Match Types,starxo,Acend,"astra, sage, skye, viper",290,1.06,195,1.06,72%,124,0.72,0.27,0.08,0.05,25%,17%,5/29,24,208,197,78,22,15
Valorant Champions 2021,All Stages,All Match Types,zeek,Acend,raze,114,1.12,236,1.23,71%,154,0.81,0.25,0.18,0.1,21%,25%,2/8,20,92,75,28,20,11
Valorant Champions 2021,All Stages,All Match Types,zeek,Acend,reyna,69,1.09,246,1.15,71%,156,0.87,0.22,0.16,0.2,22%,0%,0/7,24,60,52,15,11,14
Valorant Champions 2021,All Stages,All Match Types,zeek,Acend,kayo,107,1.2,197,1.2,77%,123,0.67,0.53,0.15,0.07,27%,17%,2/12,17,72,60,57,16,8
Valorant Champions 2021,All Stages,All Match Types,zeek,Acend,"kayo, raze, reyna",290,1.14,224,1.2,73%,143,0.77,0.34,0.16,0.11,23%,15%,4/27,24,224,187,100,47,33
Valorant Champions 2021,All Stages,All Match Types,Kiles,Acend,cypher,121,0.73,127,0.75,57%,79,0.52,0.07,0.05,0.07,26%,23%,3/13,15,63,84,9,6,8
Valorant Champions 2021,All Stages,All Match Types,Kiles,Acend,viper,128,0.98,174,0.85,77%,116,0.58,0.48,0.06,0.05,27%,8%,1/12,16,74,87,61,8,6
Valorant Champions 2021,All Stages,All Match Types,Kiles,Acend,killjoy,41,1,177,1.22,80%,123,0.68,0.17,0.07,0.1,27%,0%,0/5,18,28,23,7,3,4
Valorant Champions 2021,All Stages,All Match Types,Kiles,Acend,"cypher, killjoy, viper",290,0.89,154,0.85,69%,102,0.57,0.27,0.06,0.06,27%,13%,4/30,18,165,194,77,17,18
Valorant Champions 2021,All Stages,All Match Types,BONECOLD,Acend,sova,176,1.11,188,1.14,79%,128,0.66,0.3,0.06,0.1,30%,23%,6/26,19,117,103,53,10,18
Valorant Champions 2021,All Stages,All Match Types,BONECOLD,Acend,omen,39,0.8,201,0.93,77%,126,0.72,0.26,0.05,0.13,34%,0%,0/4,15,28,30,10,2,5
Valorant Champions 2021,All Stages,All Match Types,BONECOLD,Acend,breach,16,0.55,113,0.43,56%,78,0.38,0.19,0.06,0.06,24%,,,6,6,14,3,1,1
Valorant Champions 2021,All Stages,All Match Types,BONECOLD,Acend,brimstone,59,0.94,149,0.85,76%,100,0.58,0.29,0.1,0.07,36%,33%,2/6,17,34,40,17,6,4
Valorant Champions 2021,All Stages,All Match Types,BONECOLD,Acend,"breach, brimstone, omen, sova",290,0.98,176,0.99,77%,119,0.64,0.29,0.07,0.1,31%,22%,8/36,19,185,187,83,19,28
Valorant Champions 2021,All Stages,All Match Types,cNed,Acend,jett,231,1.07,226,1.13,72%,151,0.79,0.19,0.17,0.12,28%,0%,0/18,25,183,162,43,40,27
Valorant Champions 2021,All Stages,All Match Types,cNed,Acend,sage,59,1.32,222,1.47,81%,138,0.8,0.32,0.15,0.14,26%,50%,2/4,19,47,32,19,9,8
Valorant Champions 2021,All Stages,All Match Types,cNed,Acend,"jett, sage",290,1.13,226,1.19,74%,148,0.79,0.21,0.17,0.12,28%,9%,2/22,25,230,194,62,49,35
Valorant Champions 2021,All Stages,All Match Types,MaKo,Vision Strikers,astra,83,1.04,188,1.02,71%,122,0.69,0.36,0.05,0.08,24%,9%,1/11,17,57,56,30,4,7
Valorant Champions 2021,All Stages,All Match Types,MaKo,Vision Strikers,viper,87,1.06,184,1.06,75%,128,0.62,0.39,0.06,0.09,26%,0%,0/7,17,54,51,34,5,8
Valorant Champions 2021,All Stages,All Match Types,MaKo,Vision Strikers,"astra, viper",170,1.05,186,1.04,73%,125,0.65,0.38,0.05,0.09,25%,6%,1/18,17,111,107,64,9,15
Valorant Champions 2021,All Stages,All Match Types,k1Ng,Vision Strikers,astra,22,0.94,124,0.92,82%,100,0.5,0.5,0,0.05,33%,0%,0/2,11,11,12,11,0,1
Valorant Champions 2021,All Stages,All Match Types,k1Ng,Vision Strikers,cypher,42,1.15,242,1.42,69%,150,0.88,0.14,0.12,0.05,33%,0%,0/5,19,37,26,6,5,2
Valorant Champions 2021,All Stages,All Match Types,k1Ng,Vision Strikers,killjoy,83,0.87,158,0.75,71%,113,0.51,0.17,0.08,0.14,25%,27%,3/11,13,42,56,14,7,12
Valorant Champions 2021,All Stages,All Match Types,k1Ng,Vision Strikers,"astra, cypher, killjoy",147,0.96,177,0.96,72%,121,0.61,0.21,0.08,0.1,28%,17%,3/18,19,90,94,31,12,15
Valorant Champions 2021,All Stages,All Match Types,BuZz,Vision Strikers,raze,22,1.28,313,1.57,73%,198,1,0.14,0.32,0.14,27%,0%,0/2,22,22,14,3,7,3
Valorant Champions 2021,All Stages,All Match Types,BuZz,Vision Strikers,jett,148,1.05,227,1.06,70%,140,0.77,0.15,0.14,0.15,24%,30%,3/10,26,114,108,22,20,22
Valorant Champions 2021,All Stages,All Match Types,BuZz,Vision Strikers,"jett, raze",170,1.08,237,1.11,71%,148,0.8,0.15,0.16,0.15,24%,25%,3/12,26,136,122,25,27,25
Valorant Champions 2021,All Stages,All Match Types,Rb,Vision Strikers,skye,60,1.02,174,0.93,73%,120,0.62,0.27,0.15,0.08,31%,29%,2/7,17,37,40,16,9,5
Valorant Champions 2021,All Stages,All Match Types,Rb,Vision Strikers,sova,65,1,161,0.97,69%,103,0.57,0.22,0.06,0.05,31%,22%,2/9,15,37,38,14,4,3
Valorant Champions 2021,All Stages,All Match Types,Rb,Vision Strikers,sage,45,1.03,194,1.07,73%,127,0.71,0.42,0.11,0.2,31%,0%,0/2,18,32,30,19,5,9
Valorant Champions 2021,All Stages,All Match Types,Rb,Vision Strikers,"sage, skye, sova",170,1.01,174,0.98,72%,115,0.62,0.29,0.11,0.1,31%,22%,4/18,18,106,108,49,18,17
Valorant Champions 2021,All Stages,All Match Types,stax,Vision Strikers,skye,64,0.85,146,0.75,64%,101,0.52,0.28,0.09,0.11,29%,0%,0/5,15,33,44,18,6,7
Valorant Champions 2021,All Stages,All Match Types,stax,Vision Strikers,kayo,46,1.05,238,1.24,72%,160,0.91,0.26,0.02,0.11,34%,11%,1/9,24,42,34,12,1,5
Valorant Champions 2021,All Stages,All Match Types,stax,Vision Strikers,breach,60,1.06,208,1.24,72%,131,0.85,0.28,0.05,0.08,37%,0%,0/6,22,51,41,17,3,5
Valorant Champions 2021,All Stages,All Match Types,stax,Vision Strikers,"breach, kayo, skye",170,0.98,193,1.06,69%,127,0.74,0.28,0.06,0.1,33%,5%,1/20,24,126,119,47,10,17
Valorant Champions 2021,All Stages,All Match Types,Lakia,Vision Strikers,sova,23,0.95,203,0.94,70%,137,0.65,0.13,0.13,0.09,17%,0%,0/1,15,15,16,3,3,2
Valorant Champions 2021,All Stages,All Match Types,vanity,Cloud9,astra,162,0.99,162,0.86,72%,111,0.57,0.4,0.07,0.1,19%,21%,6/28,19,93,108,64,12,16
Valorant Champions 2021,All Stages,All Match Types,vanity,Cloud9,viper,74,0.81,157,0.62,66%,112,0.46,0.45,0.05,0.07,18%,6%,1/17,15,34,55,33,4,5
Valorant Champions 2021,All Stages,All Match Types,vanity,Cloud9,"astra, viper",236,0.93,160,0.78,70%,111,0.54,0.41,0.07,0.09,19%,16%,7/45,19,127,163,97,16,21
Valorant Champions 2021,All Stages,All Match Types,Xeppaa,Cloud9,raze,139,0.87,211,0.89,66%,139,0.69,0.24,0.09,0.14,14%,11%,1/9,25,96,108,34,13,20
Valorant Champions 2021,All Stages,All Match Types,Xeppaa,Cloud9,kayo,97,1,172,0.88,70%,116,0.6,0.44,0.07,0.05,22%,25%,1/4,21,58,66,43,7,5
Valorant Champions 2021,All Stages,All Match Types,Xeppaa,Cloud9,"kayo, raze",236,0.92,195,0.89,68%,130,0.65,0.33,0.08,0.11,17%,15%,2/13,25,154,174,77,20,25
Valorant Champions 2021,All Stages,All Match Types,leaf,Cloud9,skye,115,1.02,227,1.05,65%,139,0.78,0.21,0.17,0.19,20%,10%,1/10,28,90,86,24,20,22
Valorant Champions 2021,All Stages,All Match Types,leaf,Cloud9,jett,121,1.33,300,1.33,74%,197,0.99,0.28,0.29,0.17,24%,29%,2/7,27,120,90,34,35,21
Valorant Champions 2021,All Stages,All Match Types,leaf,Cloud9,"jett, skye",236,1.17,263,1.19,69%,169,0.89,0.25,0.23,0.18,22%,18%,3/17,28,210,176,58,55,43
Valorant Champions 2021,All Stages,All Match Types,mitch,Cloud9,cypher,50,1.06,194,1.26,78%,119,0.78,0.06,0.08,0.08,25%,29%,2/7,26,39,31,3,4,4
Valorant Champions 2021,All Stages,All Match Types,mitch,Cloud9,viper,23,0.81,184,0.78,57%,124,0.61,0.26,0.04,0.04,28%,50%,1/2,14,14,18,6,1,1
Valorant Champions 2021,All Stages,All Match Types,mitch,Cloud9,killjoy,139,1.03,194,1,73%,132,0.64,0.18,0.1,0.06,15%,6%,1/17,21,89,89,25,14,8
Valorant Champions 2021,All Stages,All Match Types,mitch,Cloud9,sage,24,0.62,112,0.56,54%,74,0.42,0.33,0.04,0.08,9%,100%,1/1,10,10,18,8,1,2
Valorant Champions 2021,All Stages,All Match Types,mitch,Cloud9,"cypher, killjoy, sage, viper",236,0.97,185,0.97,71%,123,0.64,0.18,0.08,0.06,17%,19%,5/27,26,152,156,42,20,15
Valorant Champions 2021,All Stages,All Match Types,xeta,Cloud9,sova,144,1.05,185,0.94,78%,129,0.64,0.4,0.06,0.06,25%,6%,1/17,23,92,98,58,9,9
Valorant Champions 2021,All Stages,All Match Types,xeta,Cloud9,breach,92,1.09,172,1.15,74%,118,0.66,0.32,0.03,0,22%,23%,3/13,19,61,53,29,3,0
Valorant Champions 2021,All Stages,All Match Types,xeta,Cloud9,"breach, sova",236,1.07,180,1.01,77%,125,0.65,0.37,0.05,0.04,24%,13%,4/30,23,153,151,87,12,9
Valorant Champions 2021,All Stages,All Match Types,Redgar,Gambit Esports,astra,171,0.97,180,0.91,71%,119,0.65,0.36,0.1,0.07,30%,18%,4/22,22,112,123,62,17,12
Valorant Champions 2021,All Stages,All Match Types,Redgar,Gambit Esports,sova,78,1.13,161,1.14,74%,117,0.62,0.23,0.05,0.08,28%,17%,1/6,17,48,42,18,4,6
Valorant Champions 2021,All Stages,All Match Types,Redgar,Gambit Esports,breach,36,1.21,138,1.17,83%,80,0.58,0.5,0.06,0,22%,25%,1/4,11,21,18,18,2,0
Valorant Champions 2021,All Stages,All Match Types,Redgar,Gambit Esports,sage,71,0.72,131,0.63,66%,94,0.45,0.32,0.03,0.1,27%,20%,1/5,13,32,51,23,2,7
Valorant Champions 2021,All Stages,All Match Types,Redgar,Gambit Esports,"astra, breach, sage, sova",356,0.99,162,0.91,72%,110,0.6,0.34,0.07,0.07,28%,19%,7/37,22,213,234,121,25,25
Valorant Champions 2021,All Stages,All Match Types,d3ffo,Gambit Esports,raze,36,1.17,256,1.23,81%,171,0.89,0.28,0.25,0.19,20%,0%,0/1,21,32,26,10,9,7
Valorant Champions 2021,All Stages,All Match Types,d3ffo,Gambit Esports,skye,20,1.04,191,0.93,70%,121,0.65,0.45,0.1,0.15,23%,0%,0/1,13,13,14,9,2,3
Valorant Champions 2021,All Stages,All Match Types,d3ffo,Gambit Esports,jett,300,1.06,225,1.07,70%,144,0.77,0.13,0.21,0.15,26%,17%,4/23,28,230,214,40,64,45
Valorant Champions 2021,All Stages,All Match Types,d3ffo,Gambit Esports,"jett, raze, skye",356,1.07,227,1.08,71%,146,0.77,0.17,0.21,0.15,25%,16%,4/25,28,275,254,59,75,55
Valorant Champions 2021,All Stages,All Match Types,Chronicle,Gambit Esports,skye,41,1.49,284,2.1,85%,184,1.07,0.17,0.1,0.07,30%,17%,1/6,24,44,21,7,4,3
Valorant Champions 2021,All Stages,All Match Types,Chronicle,Gambit Esports,sova,202,0.93,206,1,67%,145,0.72,0.22,0.07,0.06,33%,4%,1/27,30,145,145,45,14,13
Valorant Champions 2021,All Stages,All Match Types,Chronicle,Gambit Esports,brimstone,36,1.59,263,2,86%,177,0.94,0.47,0.06,0.08,27%,25%,1/4,17,34,17,17,2,3
Valorant Champions 2021,All Stages,All Match Types,Chronicle,Gambit Esports,killjoy,77,1.32,269,1.57,78%,182,0.94,0.16,0.12,0.08,22%,18%,2/11,22,72,46,12,9,6
Valorant Champions 2021,All Stages,All Match Types,Chronicle,Gambit Esports,"brimstone, killjoy, skye, sova",356,1.16,237,1.29,74%,161,0.83,0.23,0.08,0.07,29%,10%,5/48,30,295,229,81,29,25
Valorant Champions 2021,All Stages,All Match Types,sheydos,Gambit Esports,skye,188,0.97,182,0.9,67%,120,0.63,0.2,0.09,0.05,26%,5%,1/22,19,118,131,38,16,9
Valorant Champions 2021,All Stages,All Match Types,sheydos,Gambit Esports,reyna,112,0.95,211,1.05,74%,140,0.77,0.15,0.11,0.16,26%,17%,1/6,28,86,82,17,12,18
Valorant Champions 2021,All Stages,All Match Types,sheydos,Gambit Esports,sage,56,1.16,186,1,84%,132,0.64,0.48,0.05,0.09,28%,0%,0/3,18,36,36,27,3,5
Valorant Champions 2021,All Stages,All Match Types,sheydos,Gambit Esports,"reyna, sage, skye",356,1,191,0.96,72%,128,0.67,0.23,0.09,0.09,26%,6%,2/31,28,240,249,82,31,32
Valorant Champions 2021,All Stages,All Match Types,nAts,Gambit Esports,cypher,96,1.13,221,1.21,68%,143,0.77,0.2,0.09,0.1,33%,14%,2/14,26,74,61,19,9,10
Valorant Champions 2021,All Stages,All Match Types,nAts,Gambit Esports,viper,260,1.1,206,1.15,72%,139,0.74,0.29,0.07,0.08,27%,12%,3/25,29,192,167,76,18,22
Valorant Champions 2021,All Stages,All Match Types,nAts,Gambit Esports,"cypher, viper",356,1.11,210,1.17,71%,140,0.75,0.27,0.08,0.09,29%,13%,5/39,29,266,228,95,27,32
Valorant Champions 2021,All Stages,All Match Types,BORKUM,Team Secret,astra,53,0.95,147,0.94,72%,94,0.58,0.36,0.04,0.11,23%,50%,3/6,14,31,33,19,2,6
Valorant Champions 2021,All Stages,All Match Types,BORKUM,Team Secret,viper,92,0.85,164,0.83,61%,115,0.59,0.18,0.08,0.09,18%,25%,2/8,19,54,65,17,7,8
Valorant Champions 2021,All Stages,All Match Types,BORKUM,Team Secret,omen,18,1.49,233,2.57,72%,140,1,0.28,0.11,0,18%,50%,1/2,18,18,7,5,2,0
Valorant Champions 2021,All Stages,All Match Types,BORKUM,Team Secret,"astra, omen, viper",163,0.95,166,0.98,66%,111,0.63,0.25,0.07,0.09,19%,38%,6/16,19,103,105,41,11,14
Valorant Champions 2021,All Stages,All Match Types,Witz,Team Secret,raze,18,1.56,281,2,89%,182,1,0.17,0.11,0,22%,0%,0/2,18,18,9,3,2,0
Valorant Champions 2021,All Stages,All Match Types,Witz,Team Secret,skye,51,0.65,175,0.67,59%,111,0.55,0.16,0.06,0.1,27%,0%,0/7,13,28,42,8,3,5
Valorant Champions 2021,All Stages,All Match Types,Witz,Team Secret,reyna,60,1.07,236,1.07,72%,156,0.8,0.27,0.07,0.13,20%,0%,0/4,17,48,45,16,4,8
Valorant Champions 2021,All Stages,All Match Types,Witz,Team Secret,breach,34,1.16,164,1.21,91%,119,0.68,0.47,0.03,0,22%,0%,0/1,13,23,19,16,1,0
Valorant Champions 2021,All Stages,All Match Types,Witz,Team Secret,"breach, raze, reyna, skye",163,1.01,205,1.02,74%,137,0.72,0.26,0.06,0.08,22%,0%,0/14,18,117,115,43,10,13
Valorant Champions 2021,All Stages,All Match Types,dispenser,Team Secret,cypher,50,0.81,164,0.82,64%,116,0.62,0.16,0.04,0.12,30%,11%,1/9,15,31,38,8,2,6
Valorant Champions 2021,All Stages,All Match Types,dispenser,Team Secret,killjoy,53,1.32,245,1.56,79%,156,0.94,0.17,0.09,0.09,20%,18%,2/11,20,50,32,9,5,5
Valorant Champions 2021,All Stages,All Match Types,dispenser,Team Secret,sage,60,1.23,227,1.21,82%,158,0.85,0.42,0.03,0.03,30%,13%,1/8,20,51,42,25,2,2
Valorant Champions 2021,All Stages,All Match Types,dispenser,Team Secret,"cypher, killjoy, sage",163,1.12,212,1.18,75%,145,0.81,0.26,0.06,0.08,25%,14%,4/28,20,132,112,42,9,13
Valorant Champions 2021,All Stages,All Match Types,JessieVash,Team Secret,sova,145,0.96,211,0.87,72%,152,0.65,0.37,0.1,0.11,26%,24%,5/21,15,94,108,54,15,16
Valorant Champions 2021,All Stages,All Match Types,JessieVash,Team Secret,sage,18,0.84,126,0.58,83%,83,0.39,0.56,0.06,0.11,18%,,,7,7,12,10,1,2
Valorant Champions 2021,All Stages,All Match Types,JessieVash,Team Secret,"sage, sova",163,0.95,202,0.84,73%,145,0.62,0.39,0.1,0.11,25%,24%,5/21,15,101,120,64,16,18
Valorant Champions 2021,All Stages,All Match Types,DubsteP,Team Secret,jett,163,1.06,238,1.15,71%,156,0.87,0.11,0.22,0.14,28%,0%,0/13,28,141,123,18,36,23
Valorant Champions 2021,All Stages,All Match Types,Khalil,FURIA,astra,24,0.94,193,0.71,83%,129,0.63,0.5,0.04,0.04,27%,0%,0/2,15,15,21,12,1,1
Valorant Champions 2021,All Stages,All Match Types,Khalil,FURIA,killjoy,110,0.9,197,0.89,65%,133,0.66,0.26,0.06,0.11,13%,25%,2/8,18,73,82,29,7,12
Valorant Champions 2021,All Stages,All Match Types,Khalil,FURIA,"astra, killjoy",134,0.91,196,0.85,69%,132,0.66,0.31,0.06,0.1,15%,20%,2/10,18,88,103,41,8,13
Valorant Champions 2021,All Stages,All Match Types,mazin,FURIA,astra,87,0.81,170,0.82,68%,112,0.64,0.28,0.1,0.1,28%,15%,2/13,19,56,68,24,9,9
Valorant Champions 2021,All Stages,All Match Types,mazin,FURIA,skye,23,0.92,156,0.87,70%,95,0.57,0.13,0.09,0.13,44%,0%,0/2,13,13,15,3,2,3
Valorant Champions 2021,All Stages,All Match Types,mazin,FURIA,breach,24,0.82,131,0.75,83%,99,0.5,0.33,0,0.04,39%,50%,1/2,12,12,16,8,0,1
Valorant Champions 2021,All Stages,All Match Types,mazin,FURIA,"astra, breach, skye",134,0.83,161,0.82,71%,107,0.6,0.26,0.08,0.1,32%,18%,3/17,19,81,99,35,11,13
